mother_education,father_education,studytime,extra_curricular_activities,parents_job,internet_access,parental_involvement,school_type,avg_grade
Honors,HSC,6,No,2,Yes,No,Govt,89.0
HSC,Honors,1,No,0,Yes,Yes,Semi_Govt,54.8
Non_Educated,SSC,6,Yes,1,No,Yes,Semi_Govt,72.4
HSC,Under_SSC,2,Yes,0,No,Yes,Semi_Govt,47.4
Non_Educated,Diploma,4,Yes,1,Yes,No,Semi_Govt,72.0
HSC,Masters,3,No,0,Yes,No,Govt,48.6
Non_Educated,Non_Educated,5,Yes,0,Yes,No,Semi_Govt,75.8
Honors,Masters,6,No,1,Yes,Yes,Private,84.0
Under_SSC,Masters,3,Yes,1,Yes,Yes,Private,55.6
SSC,Masters,3,Yes,2,Yes,No,Private,57.0
Honors,Honors,7,No,2,Yes,Yes,Govt,94.0
Masters,Under_SSC,5,No,2,Yes,No,Govt,78.4
HSC,Diploma,7,No,2,Yes,No,Semi_Govt,86.6
Under_SSC,SSC,3,Yes,1,No,Yes,Semi_Govt,50.4
Masters,Non_Educated,1,No,1,Yes,Yes,Private,53.6
HSC,Honors,4,Yes,1,No,No,Private,78.2
HSC,Masters,7,Yes,1,Yes,No,Private,92.0
SSC,SSC,5,No,2,No,No,Semi_Govt,73.6
Masters,HSC,3,Yes,1,No,No,Private,53.8
Diploma,SSC,6,No,0,No,No,Govt,94.8
Non_Educated,HSC,8,No,2,Yes,No,Govt,92.2
Diploma,Diploma,2,No,1,Yes,No,Semi_Govt,44.8
SSC,SSC,2,No,1,Yes,Yes,Govt,57.2
Non_Educated,Honors,8,No,1,Yes,Yes,Semi_Govt,88.0
SSC,Honors,8,No,1,No,No,Semi_Govt,90.8
Diploma,Diploma,1,Yes,1,No,No,Private,61.4
Honors,HSC,2,No,2,No,No,Govt,62.2
HSC,Diploma,8,No,0,No,No,Private,88.6
SSC,Diploma,2,No,1,Yes,No,Private,54.2
Under_SSC,Non_Educated,8,Yes,1,No,Yes,Private,91.6
Under_SSC,Masters,5,No,1,Yes,No,Semi_Govt,77.0
SSC,Non_Educated,4,No,0,No,No,Private,77.6
Under_SSC,Under_SSC,6,No,1,No,Yes,Govt,88.4
Honors,Diploma,6,Yes,2,No,Yes,Govt,85.8
Masters,Non_Educated,7,No,0,Yes,No,Semi_Govt,89.8
HSC,Honors,2,Yes,2,Yes,Yes,Private,82.8
HSC,Honors,3,Yes,1,Yes,Yes,Semi_Govt,74.6
SSC,HSC,5,Yes,1,No,Yes,Govt,76.0
Honors,Masters,3,Yes,1,Yes,Yes,Private,74.2
Honors,Honors,6,Yes,1,Yes,Yes,Semi_Govt,81.8
SSC,Diploma,6,Yes,2,Yes,Yes,Private,62.4
SSC,HSC,6,Yes,2,Yes,Yes,Govt,67.2
HSC,Honors,4,Yes,2,Yes,Yes,Semi_Govt,72.8
HSC,Honors,5,Yes,1,Yes,Yes,Private,67.0
Honors,Masters,5,Yes,1,No,No,Govt,70.0
Masters,Honors,4,Yes,1,No,Yes,Semi_Govt,71.6
HSC,Diploma,4,Yes,1,Yes,Yes,Private,70.0
Honors,Honors,6,Yes,1,Yes,Yes,Govt,65.0
HSC,Masters,6,Yes,1,Yes,Yes,Semi_Govt,75.0
Diploma,Diploma,3,Yes,0,Yes,No,Private,69.8
SSC,SSC,6,Yes,1,Yes,Yes,Govt,70.8
HSC,SSC,7,Yes,1,No,Yes,Private,62.8
Diploma,Masters,8,Yes,2,No,Yes,Semi_Govt,70.8
Masters,Masters,5,No,1,Yes,Yes,Private,69.4
Honors,Masters,5,Yes,0,Yes,No,Govt,75.4
HSC,Diploma,6,Yes,1,Yes,Yes,Private,56.8
SSC,Honors,4,Yes,1,Yes,Yes,Semi_Govt,60.8
HSC,HSC,8,Yes,1,No,Yes,Govt,60.8
Diploma,Honors,8,Yes,2,Yes,Yes,Private,58.8
Diploma,Masters,7,Yes,1,Yes,Yes,Semi_Govt,76.8
Masters,Masters,6,Yes,1,Yes,Yes,Private,78.0
Honors,Honors,6,Yes,1,Yes,Yes,Govt,68.0
SSC,HSC,5,Yes,2,Yes,No,Semi_Govt,77.2
HSC,HSC,4,No,1,No,No,Private,81.0
Diploma,Diploma,4,No,2,Yes,No,Govt,80.4
HSC,Masters,5,Yes,2,No,Yes,Semi_Govt,67.4
HSC,Honors,5,Yes,1,Yes,Yes,Private,63.2
Honors,HSC,4,Yes,1,Yes,Yes,Govt,80.8
Honors,Masters,5,Yes,0,Yes,Yes,Semi_Govt,73.0
Masters,Masters,4,Yes,1,Yes,No,Private,66.4
Diploma,Masters,6,Yes,2,Yes,Yes,Govt,69.6
Diploma,Honors,4,Yes,2,Yes,Yes,Private,73.4
SSC,HSC,3,No,1,Yes,Yes,Semi_Govt,76.0
HSC,Diploma,2,Yes,1,Yes,No,Private,63.4
HSC,Diploma,3,Yes,1,No,No,Govt,54.8
Masters,Honors,2,Yes,1,Yes,Yes,Private,62.0
Honors,Honors,4,Yes,1,Yes,Yes,Semi_Govt,61.0
Honors,Masters,5,Yes,2,Yes,Yes,Govt,56.0
Diploma,Honors,6,Yes,2,Yes,Yes,Private,66.0
Diploma,HSC,5,No,0,Yes,Yes,Semi_Govt,60.4
Honors,Honors,4,Yes,2,Yes,No,Private,65.6
Honors,Masters,8,Yes,1,No,Yes,Govt,67.2
HSC,HSC,6,Yes,1,Yes,No,Semi_Govt,58.8
SSC,SSC,5,Yes,2,No,Yes,Private,66.6
SSC,SSC,4,Yes,1,No,Yes,Govt,63.2
HSC,Honors,4,Yes,2,Yes,Yes,Semi_Govt,84.6
SSC,SSC,3,No,1,No,No,Private,66.6
Diploma,HSC,2,Yes,1,Yes,Yes,Govt,77.4
Honors,Masters,3,Yes,2,Yes,Yes,Semi_Govt,86.4
SSC,SSC,2,No,1,No,No,Private,62.8
HSC,Diploma,4,Yes,1,Yes,Yes,Govt,78.0
Honors,HSC,5,Yes,2,Yes,Yes,Private,85.4
SSC,Diploma,6,No,0,No,No,Semi_Govt,67.2
HSC,HSC,5,Yes,2,Yes,Yes,Private,79.0
Honors,Masters,4,Yes,2,Yes,Yes,Govt,86.0
SSC,SSC,8,No,1,No,No,Govt,62.8
Diploma,Honors,6,Yes,1,Yes,Yes,Private,85.4
HSC,Diploma,5,Yes,2,Yes,Yes,Semi_Govt,86.4
SSC,SSC,2,No,1,No,No,Private,67.2
HSC,HSC,4,Yes,2,Yes,Yes,Govt,78.0
Honors,Diploma,3,Yes,2,Yes,Yes,Semi_Govt,85.4
SSC,Diploma,2,No,1,No,No,Private,62.8
HSC,HSC,3,Yes,2,Yes,Yes,Govt,78.0
Honors,Masters,2,Yes,2,Yes,Yes,Semi_Govt,86.0
SSC,SSC,4,No,1,No,No,Private,62.8
Diploma,Honors,5,Yes,2,Yes,Yes,Govt,85.4
HSC,Diploma,6,Yes,2,Yes,Yes,Semi_Govt,86.4
SSC,SSC,5,No,1,No,No,Private,67.2
HSC,HSC,4,Yes,2,Yes,Yes,Govt,78.0
Honors,Diploma,8,Yes,2,Yes,Yes,Private,85.4
SSC,Diploma,6,No,1,No,No,Semi_Govt,73.4
HSC,HSC,5,Yes,2,Yes,Yes,Private,78.0
Honors,Masters,3,Yes,2,Yes,Yes,Govt,86.0
SSC,SSC,2,No,1,No,No,Private,62.8
Diploma,Honors,3,Yes,2,Yes,Yes,Semi_Govt,85.4
HSC,Diploma,5,Yes,2,Yes,Yes,Govt,86.4
SSC,SSC,2,No,1,No,No,Private,67.2
HSC,HSC,2,Yes,2,Yes,Yes,Semi_Govt,78.0
Honors,Diploma,3,Yes,2,Yes,Yes,Private,85.4
SSC,SSC,2,No,1,No,No,Govt,62.8
Diploma,Honors,1,Yes,2,Yes,Yes,Semi_Govt,78.0
HSC,HSC,4,Yes,2,Yes,Yes,Private,86.0
SSC,Diploma,3,No,1,No,No,Govt,62.8
HSC,HSC,2,Yes,2,Yes,Yes,Semi_Govt,78.0
Honors,Diploma,3,Yes,2,Yes,Yes,Private,85.4
SSC,SSC,2,No,1,No,No,Govt,62.8
Diploma,Honors,4,Yes,2,Yes,Yes,Semi_Govt,67.2
HSC,Diploma,5,Yes,2,Yes,Yes,Private,78.0
SSC,HSC,6,No,1,No,No,Govt,62.8
HSC,HSC,5,Yes,2,Yes,Yes,Private,85.4
Honors,Diploma,4,Yes,2,Yes,Yes,Semi_Govt,86.0
SSC,SSC,8,No,1,No,No,Private,62.8
Diploma,Honors,6,Yes,2,Yes,Yes,Govt,85.4
HSC,Diploma,5,Yes,2,Yes,Yes,Private,86.4
SSC,SSC,2,No,1,No,No,Semi_Govt,67.2
HSC,Diploma,2,Yes,2,Yes,Yes,Govt,78.4
SSC,HSC,1,No,1,No,No,Private,61.8
Honors,Masters,3,Yes,2,Yes,Yes,Semi_Govt,77.8
HSC,SSC,4,Yes,1,Yes,Yes,Private,86.4
Diploma,HSC,2,Yes,2,Yes,Yes,Govt,76.2
SSC,Diploma,1,No,1,No,No,Semi_Govt,66.0
Honors,HSC,3,Yes,2,Yes,Yes,Private,79.2
SSC,SSC,1,No,0,No,No,Govt,57.6
HSC,Honors,4,Yes,2,Yes,Yes,Semi_Govt,84.4
Honors,Masters,2,Yes,2,Yes,Yes,Private,79.6
SSC,SSC,1,No,1,No,No,Govt,66.2
HSC,Honors,3,Yes,2,Yes,Yes,Semi_Govt,84.0
Diploma,HSC,2,Yes,2,Yes,Yes,Private,78.4
SSC,SSC,1,No,1,No,No,Govt,61.0
Honors,Masters,3,Yes,2,Yes,Yes,Private,81.4
HSC,SSC,2,Yes,1,Yes,Yes,Semi_Govt,77.4
SSC,SSC,1,No,1,No,No,Private,61.4
Honors,HSC,3,Yes,2,Yes,Yes,Govt,79.8
HSC,Diploma,2,Yes,2,Yes,Yes,Private,78.2
SSC,SSC,1,No,0,No,No,Semi_Govt,60.0
HSC,Honors,3,Yes,2,Yes,Yes,Private,83.2
Diploma,HSC,2,Yes,2,Yes,Yes,Govt,77.8
SSC,HSC,1,No,1,No,No,Semi_Govt,66.4
Honors,Masters,3,Yes,2,Yes,Yes,Private,80.4
HSC,Diploma,2,Yes,2,Yes,Yes,Govt,79.8
HSC,SSC,6,Yes,1,Yes,Yes,Semi_Govt,78.6
Honors,Masters,7,No,2,Yes,Yes,Private,80.4
SSC,HSC,5,No,1,No,No,Govt,65.4
HSC,Diploma,6,Yes,1,Yes,Yes,Semi_Govt,82.4
Diploma,HSC,4,Yes,2,Yes,Yes,Private,78.6
Masters,HSC,8,Yes,1,Yes,Yes,Govt,86.4
HSC,Diploma,5,No,1,No,No,Private,67.4
Diploma,SSC,6,Yes,2,Yes,Yes,Semi_Govt,81.0
SSC,SSC,4,No,1,No,No,Private,64.8
Honors,Masters,7,Yes,2,Yes,Yes,Govt,83.6
HSC,HSC,6,Yes,1,Yes,Yes,Private,76.8
SSC,HSC,5,No,1,No,No,Semi_Govt,64.6
Masters,Honors,8,Yes,2,Yes,Yes,Govt,86.0
HSC,Diploma,5,Yes,1,Yes,Yes,Private,77.0
SSC,SSC,6,No,1,No,No,Semi_Govt,67.0
HSC,HSC,7,Yes,2,Yes,Yes,Private,79.6
Diploma,Masters,6,Yes,2,Yes,Yes,Govt,78.4
HSC,Diploma,5,No,1,No,No,Semi_Govt,67.2
SSC,HSC,6,Yes,1,Yes,Yes,Private,77.0
Masters,Honors,8,Yes,2,Yes,Yes,Govt,83.2
HSC,SSC,5,No,1,No,No,Semi_Govt,67.0
HSC,Diploma,7,Yes,2,Yes,Yes,Private,80.6
Diploma,HSC,8,Yes,1,Yes,Yes,Govt,79.8
SSC,SSC,6,No,1,No,No,Semi_Govt,68.2
HSC,Masters,6,Yes,2,Yes,Yes,Private,79.6
HSC,SSC,5,Yes,1,Yes,Yes,Govt,78.0
SSC,HSC,6,No,1,No,No,Private,65.4
Diploma,Masters,7,Yes,2,Yes,Yes,Semi_Govt,82.2
HSC,HSC,4,Yes,1,Yes,Yes,Private,70.4
Honors,SSC,5,No,1,No,No,Govt,68.4
HSC,Diploma,6,Yes,2,Yes,Yes,Private,79.6
SSC,HSC,6,No,1,Yes,Yes,Semi_Govt,67.2
HSC,Honors,5,Yes,1,No,No,Govt,66.6
Diploma,Masters,7,Yes,2,Yes,Yes,Private,81.6
HSC,HSC,6,No,0,Yes,No,Semi_Govt,69.0
SSC,HSC,8,Yes,2,Yes,Yes,Private,83.6
HSC,Diploma,6,Yes,1,Yes,No,Govt,70.0
Honors,Masters,5,No,1,Yes,Yes,Semi_Govt,76.0
SSC,HSC,4,Yes,1,No,No,Private,67.0
HSC,SSC,6,Yes,2,Yes,Yes,Govt,79.0
Diploma,HSC,7,No,1,Yes,No,Semi_Govt,67.0
SSC,HSC,6,Yes,1,Yes,Yes,Private,75.6
Honors,Masters,7,Yes,1,Yes,No,Govt,77.4
HSC,Diploma,6,No,1,Yes,Yes,Semi_Govt,66.2
Masters,HSC,8,Yes,2,Yes,Yes,Private,82.8
Diploma,SSC,6,Yes,2,Yes,Yes,Govt,76.8
SSC,HSC,5,Yes,1,Yes,No,Private,68.0
Masters,HSC,8,Yes,1,Yes,Yes,Semi_Govt,81.0
HSC,Diploma,7,Yes,2,Yes,Yes,Private,77.2
Honors,Masters,6,Yes,1,Yes,No,Govt,78.6
Diploma,Honors,8,Yes,1,Yes,Yes,Private,81.6
HSC,Diploma,5,Yes,1,Yes,No,Semi_Govt,73.8
SSC,Diploma,4,Yes,1,Yes,Yes,Private,69.6
SSC,Honors,6,Yes,1,Yes,Yes,Govt,69.0
SSC,HSC,5,Yes,1,Yes,Yes,Semi_Govt,66.2
HSC,HSC,2,Yes,2,Yes,Yes,Private,73.2
HSC,SSC,3,Yes,2,Yes,Yes,Govt,74.2
Honors,Masters,7,Yes,0,No,No,Semi_Govt,76.0
Diploma,Honors,8,Yes,0,Yes,No,Private,67.2
Diploma,Diploma,4,No,1,Yes,Yes,Govt,69.8
SSC,HSC,5,Yes,2,No,Yes,Semi_Govt,69.8
HSC,Honors,6,Yes,1,No,Yes,Private,75.6
SSC,Honors,3,No,1,Yes,Yes,Govt,78.8
HSC,Diploma,5,No,1,Yes,Yes,Private,69.8
Honors,Honors,4,Yes,1,Yes,Yes,Semi_Govt,69.8
SSC,Masters,4,Yes,1,Yes,No,Private,75.6
SSC,HSC,6,Yes,1,No,No,Govt,75.4
HSC,Honors,6,Yes,1,Yes,Yes,Govt,75.0
HSC,Masters,2,Yes,1,Yes,Yes,Govt,48.8
Diploma,Diploma,3,Yes,1,No,Yes,Govt,68.2
Honors,HSC,5,Yes,2,Yes,Yes,Govt,65.0
HSC,Honors,8,Yes,1,Yes,Yes,Govt,64.8
SSC,Diploma,7,No,1,Yes,Yes,Govt,63.4
HSC,Diploma,8,Yes,1,Yes,No,Govt,65.4
Diploma,HSC,5,Yes,1,Yes,Yes,Govt,72.0
Under_SSC,HSC,5,Yes,1,Yes,Yes,Govt,83.4
HSC,Diploma,5,Yes,1,No,Yes,Govt,74.2
SSC,Honors,4,Yes,1,Yes,Yes,Govt,85.2
HSC,Honors,4,Yes,1,Yes,Yes,Govt,77.0
Honors,Masters,6,Yes,2,Yes,Yes,Govt,71.0
SSC,HSC,6,Yes,1,Yes,Yes,Govt,86.0
HSC,Honors,3,Yes,1,No,Yes,Govt,71.0
Diploma,Diploma,6,Yes,1,Yes,Yes,Govt,75.0
SSC,Honors,7,Yes,2,Yes,Yes,Govt,86.8
Honors,Diploma,8,Yes,1,Yes,No,Govt,75.2
HSC,HSC,5,Yes,1,Yes,Yes,Govt,75.8
Masters,Masters,5,Yes,2,Yes,Yes,Govt,70.8
Diploma,Honors,6,Yes,1,No,Yes,Govt,83.6
SSC,Masters,4,Yes,1,Yes,Yes,Govt,71.8
Masters,Honors,8,Yes,2,No,No,Govt,76.0
HSC,Diploma,8,Yes,1,Yes,Yes,Govt,73.0
Honors,Honors,7,Yes,1,Yes,Yes,Govt,86.2
Diploma,Masters,6,Yes,1,Yes,Yes,Govt,75.6
HSC,Diploma,6,No,1,Yes,Yes,Govt,67.2
SSC,Honors,5,Yes,1,Yes,No,Govt,83.0
Under_SSC,SSC,4,Yes,1,Yes,Yes,Govt,87.8
Under_SSC,SSC,4,Yes,1,No,Yes,Govt,76.6
Masters,Honors,5,Yes,1,Yes,Yes,Govt,68.8
HSC,Honors,5,Yes,1,Yes,Yes,Govt,67.4
Honors,Masters,4,Yes,2,Yes,Yes,Govt,88.0
Diploma,Honors,5,Yes,1,Yes,Yes,Govt,65.4
HSC,Honors,3,Yes,1,No,Yes,Govt,82.2
Honors,HSC,5,Yes,1,No,No,Govt,78.0
Non_Educated,Masters,4,No,1,Yes,No,Govt,66.2
Honors,Honors,4,No,1,Yes,No,Govt,85.6
HSC,Diploma,6,Yes,1,Yes,Yes,Govt,59.4
Non_Educated,HSC,6,Yes,1,Yes,Yes,Private,82.6
Honors,Honors,2,Yes,1,Yes,Yes,Private,87.6
SSC,Honors,3,Yes,1,Yes,Yes,Semi_Govt,56.8
HSC,Masters,5,Yes,1,Yes,No,Private,77.2
Diploma,Honors,8,Yes,2,Yes,Yes,Govt,87.2
Under_SSC,Diploma,7,Yes,1,No,Yes,Semi_Govt,68.2
Honors,Honors,8,No,1,Yes,Yes,Private,89.4
SSC,Masters,5,Yes,1,Yes,No,Govt,65.4
HSC,Diploma,5,Yes,1,Yes,No,Semi_Govt,81.4
Masters,Masters,5,Yes,2,Yes,Yes,Private,86.0
Honors,Diploma,4,Yes,1,Yes,Yes,Govt,72.8
SSC,Honors,4,Yes,1,No,Yes,Semi_Govt,58.0
Honors,Masters,8,Yes,1,Yes,Yes,Private,84.0
SSC,Masters,7,No,1,Yes,Yes,Govt,69.4
HSC,Diploma,6,Yes,1,No,No,Private,89.6
Diploma,Honors,6,Yes,1,Yes,Yes,Semi_Govt,60.8
SSC,HSC,5,Yes,1,Yes,No,Private,72.8
HSC,Honors,4,Yes,1,Yes,Yes,Govt,89.4
Honors,Masters,4,Yes,1,Yes,Yes,Private,76.0
SSC,Masters,5,Yes,1,Yes,Yes,Semi_Govt,64.0
HSC,Honors,5,No,1,Yes,No,Govt,84.6
Diploma,HSC,4,Yes,1,Yes,Yes,Private,76.8
Diploma,HSC,5,Yes,1,Yes,Yes,Semi_Govt,60.0
Diploma,Diploma,3,No,2,Yes,No,Private,85.4
SSC,Masters,5,Yes,1,Yes,Yes,Govt,63.4
HSC,Honors,4,Yes,1,Yes,Yes,Semi_Govt,88.6
Honors,HSC,4,No,1,No,No,Private,76.2
SSC,Masters,6,Yes,1,Yes,Yes,Govt,65.6
Honors,Masters,6,Yes,2,Yes,Yes,Semi_Govt,83.6
Diploma,Masters,2,No,2,Yes,No,Private,83.4
HSC,Honors,3,Yes,1,No,Yes,Govt,74.2
HSC,HSC,5,Yes,1,Yes,Yes,Semi_Govt,85.2
Under_SSC,Diploma,5,No,1,Yes,No,Private,77.0
SSC,Diploma,4,Yes,1,Yes,Yes,Govt,71.0
HSC,Honors,4,Yes,1,Yes,Yes,Private,86.0
Honors,Honors,6,No,1,No,No,Semi_Govt,71.0
SSC,Masters,6,Yes,1,Yes,Yes,Private,75.0
HSC,Honors,2,Yes,1,Yes,Yes,Govt,86.8
Diploma,HSC,3,No,1,Yes,No,Private,75.2
SSC,Honors,5,Yes,1,Yes,Yes,Semi_Govt,75.8
HSC,Masters,8,Yes,1,Yes,Yes,Govt,70.8
Honors,HSC,5,No,1,No,No,Private,83.6
Under_SSC,SSC,7,Yes,1,Yes,Yes,Semi_Govt,71.8
SSC,SSC,8,Yes,1,No,Yes,Private,76.0
HSC,Honors,6,No,1,Yes,No,Govt,73.0
Honors,SSC,6,Yes,1,Yes,Yes,Semi_Govt,86.2
SSC,HSC,5,Yes,1,Yes,Yes,Private,75.6
SSC,Masters,6,No,1,Yes,No,Govt,67.2
Honors,SSC,7,Yes,1,Yes,Yes,Semi_Govt,83.0
Masters,Masters,4,Yes,2,Yes,Yes,Private,87.8
SSC,HSC,5,No,1,No,No,Govt,76.6
Under_SSC,Diploma,6,Yes,1,Yes,Yes,Semi_Govt,68.8
HSC,HSC,6,Yes,1,Yes,Yes,Private,67.4
Diploma,Masters,5,No,1,Yes,No,Govt,88.0
Under_SSC,SSC,7,Yes,1,Yes,Yes,Private,65.4
Diploma,Honors,6,Yes,1,No,Yes,Semi_Govt,82.2
SSC,Diploma,8,No,1,No,No,Private,78.0
SSC,SSC,6,Yes,1,Yes,Yes,Govt,66.2
HSC,HSC,5,Yes,1,Yes,Yes,Private,85.6
Honors,Diploma,4,No,2,Yes,No,Semi_Govt,59.4
SSC,Diploma,3,Yes,1,Yes,Yes,Private,82.6
HSC,HSC,2,Yes,1,Yes,Yes,Govt,87.6
Diploma,Masters,3,No,2,Yes,No,Semi_Govt,56.8
HSC,Diploma,2,Yes,1,Yes,Yes,Private,77.2
Honors,Honors,4,Yes,1,Yes,Yes,Govt,87.2
HSC,SSC,5,No,1,No,No,Semi_Govt,68.2
Under_SSC,HSC,6,Yes,1,Yes,Yes,Private,89.4
Diploma,Masters,5,Yes,1,Yes,Yes,Govt,65.4
SSC,SSC,4,No,1,Yes,No,Semi_Govt,81.4
SSC,Diploma,8,Yes,1,Yes,Yes,Private,86.0
HSC,HSC,6,No,1,Yes,No,Govt,72.8
Honors,Diploma,5,Yes,1,No,Yes,Private,58.0
SSC,HSC,2,Yes,1,Yes,Yes,Semi_Govt,84.0
HSC,Masters,2,Yes,1,Yes,Yes,Private,69.4
Honors,SSC,1,No,1,No,No,Govt,89.6
SSC,Honors,6,Yes,1,Yes,Yes,Private,60.8
HSC,Diploma,6,No,1,Yes,No,Semi_Govt,72.8
Diploma,SSC,2,Yes,2,Yes,Yes,Govt,89.4
Non_Educated,Under_SSC,3,Yes,2,Yes,Yes,Private,76.0
Diploma,Diploma,5,No,1,Yes,No,Semi_Govt,64.0
SSC,Diploma,8,Yes,1,Yes,Yes,Private,84.6
SSC,HSC,7,Yes,1,Yes,Yes,Govt,76.8
HSC,Masters,8,No,1,Yes,No,Semi_Govt,60.0
Honors,Masters,5,Yes,1,Yes,Yes,Private,85.4
Diploma,Diploma,5,Yes,1,Yes,Yes,Govt,63.4
Honors,Honors,5,No,1,Yes,No,Semi_Govt,88.6
SSC,HSC,4,Yes,0,No,Yes,Private,76.2
HSC,Honors,4,Yes,1,Yes,Yes,Govt,65.6
Honors,Masters,6,No,1,Yes,No,Semi_Govt,83.6
SSC,Masters,6,Yes,1,Yes,Yes,Private,82.8
HSC,Honors,3,Yes,1,Yes,Yes,Govt,74.6
Diploma,Masters,6,No,2,No,No,Private,76.0
SSC,HSC,7,Yes,1,Yes,Yes,Semi_Govt,74.2
Diploma,Diploma,8,Yes,2,Yes,Yes,Private,81.8
Honors,Masters,5,Yes,1,Yes,Yes,Govt,62.4
Honors,Honors,5,No,1,Yes,Yes,Private,67.2
Honors,Diploma,6,No,1,Yes,No,Semi_Govt,72.8
Under_SSC,SSC,4,Yes,1,Yes,Yes,Govt,67.0
SSC,Honors,2,Yes,1,No,Yes,Private,70.0
SSC,SSC,3,Yes,1,No,Yes,Semi_Govt,71.6
HSC,Honors,2,No,1,Yes,No,Private,70.0
HSC,HSC,4,Yes,1,Yes,Yes,Govt,65.0
Honors,Masters,5,No,2,Yes,No,Semi_Govt,75.0
SSC,SSC,6,Yes,1,Yes,Yes,Private,69.8
HSC,Honors,5,Yes,1,Yes,Yes,Govt,70.8
Under_SSC,Under_SSC,4,No,2,No,No,Semi_Govt,62.8
SSC,SSC,8,Yes,2,No,Yes,Private,70.8
HSC,SSC,6,Yes,1,Yes,Yes,Govt,69.4
Honors,Honors,5,No,2,Yes,No,Semi_Govt,75.4
SSC,HSC,2,Yes,1,Yes,Yes,Private,56.8
HSC,Honors,2,Yes,1,Yes,Yes,Govt,60.8
Diploma,Diploma,1,No,1,No,No,Private,60.8
Under_SSC,SSC,6,Yes,1,Yes,Yes,Semi_Govt,58.8
Diploma,HSC,6,Yes,1,Yes,Yes,Private,76.8
SSC,HSC,2,No,1,Yes,No,Govt,78.0
HSC,Masters,3,Yes,1,Yes,Yes,Govt,68.0
SSC,Diploma,5,Yes,1,Yes,Yes,Govt,77.2
Diploma,Honors,8,No,0,No,No,Govt,81.0
SSC,Masters,7,Yes,1,Yes,Yes,Govt,80.4
HSC,HSC,8,Yes,0,No,Yes,Govt,67.4
SSC,Diploma,4,No,1,Yes,No,Govt,63.2
SSC,HSC,4,Yes,1,Yes,Yes,Govt,80.8
HSC,HSC,6,Yes,1,Yes,Yes,Govt,73.0
Honors,Diploma,6,No,1,Yes,No,Govt,66.4
SSC,SSC,2,Yes,1,Yes,Yes,Govt,69.6
HSC,SSC,3,No,2,Yes,Yes,Govt,73.4
Diploma,Masters,5,Yes,1,Yes,No,Govt,76.0
Diploma,Diploma,8,Yes,0,Yes,Yes,Govt,63.4
SSC,Diploma,7,No,1,No,No,Govt,54.8
HSC,Masters,8,Yes,1,Yes,Yes,Govt,62.0
SSC,Honors,5,Yes,1,Yes,No,Govt,61.0
HSC,Diploma,5,No,1,Yes,Yes,Govt,56.0
Honors,Honors,5,Yes,1,Yes,No,Govt,66.0
Under_SSC,Under_SSC,4,Yes,1,Yes,Yes,Govt,60.4
SSC,SSC,4,No,1,Yes,No,Govt,65.6
SSC,Honors,6,Yes,1,No,Yes,Govt,67.2
Honors,HSC,6,Yes,1,Yes,No,Govt,58.8
HSC,Masters,3,No,1,No,Yes,Govt,66.6
SSC,Diploma,6,Yes,1,No,Yes,Govt,63.2
Under_SSC,Non_Educated,7,Yes,1,Yes,Yes,Govt,84.6
Diploma,HSC,8,Yes,1,No,No,Govt,66.6
SSC,HSC,5,Yes,1,Yes,Yes,Govt,77.4
HSC,Masters,5,Yes,1,Yes,Yes,Govt,82.8
SSC,Diploma,6,Yes,2,No,No,Govt,74.6
HSC,SSC,4,Yes,1,Yes,Yes,Govt,76.0
Honors,Masters,1,Yes,1,Yes,No,Govt,74.2
HSC,HSC,6,Yes,1,No,Yes,Govt,81.8
Honors,Diploma,6,Yes,2,Yes,Yes,Govt,62.4
Under_SSC,HSC,2,Yes,1,Yes,Yes,Govt,67.2
SSC,HSC,3,Yes,1,No,Yes,Govt,72.8
HSC,Diploma,5,Yes,1,Yes,Yes,Govt,67.0
HSC,SSC,8,Yes,1,Yes,No,Govt,70.0
Masters,SSC,7,Yes,2,No,No,Govt,71.6
Honors,Masters,8,No,1,Yes,Yes,Govt,70.0
Honors,HSC,4,Yes,1,Yes,Yes,Govt,65.0
Diploma,Honors,4,Yes,1,No,Yes,Govt,75.0
Diploma,HSC,6,No,1,Yes,Yes,Govt,69.8
Honors,Masters,6,No,1,Yes,Yes,Govt,70.8
Honors,Honors,2,Yes,1,No,Yes,Govt,62.8
HSC,HSC,3,Yes,1,Yes,No,Govt,70.8
SSC,Masters,5,Yes,1,Yes,No,Govt,69.4
Diploma,Diploma,8,Yes,1,No,Yes,Govt,75.4
SSC,Honors,7,Yes,1,Yes,Yes,Govt,56.8
HSC,SSC,8,Yes,1,Yes,Yes,Govt,60.8
SSC,SSC,2,Yes,1,No,Yes,Govt,60.8
HSC,Honors,3,Yes,0,Yes,Yes,Govt,58.8
Honors,HSC,2,No,0,Yes,Yes,Govt,76.8
Under_SSC,SSC,4,Yes,1,No,Yes,Govt,78.0
Honors,Diploma,5,Yes,1,Yes,Yes,Govt,68.0
Honors,Masters,6,Yes,1,Yes,Yes,Govt,77.2
Non_Educated,Under_SSC,5,Yes,0,No,Yes,Govt,81.0
Diploma,Diploma,4,Yes,2,Yes,Yes,Govt,80.4
SSC,Masters,8,Yes,1,Yes,Yes,Govt,67.4
HSC,Diploma,6,Yes,1,No,Yes,Govt,63.2
SSC,SSC,5,Yes,1,Yes,No,Govt,80.8
HSC,Masters,2,Yes,2,Yes,Yes,Govt,73.0
